Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,ยอดเงินยกมาจากเดือน ธ.ค 2568,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,201563.63999999996,ยอดเงินโอนข้ามเดือน,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,ยอดเงินโอนออกยกมาจากเดือน ธ.ค 2568,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,20609.400000000005,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67
,,จำนวนห้องเช่า,,,54,,ห้อง,,,2569-01-05 00:00:00,15223.17,,ค่าเช่า ธ.ค ห้อง1015 (ธ.ค),,,2569-01-07 00:00:00,200.9,อีสเทิร์นไนส์ (ร้านอาหารจีน) ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,9036.3,ค่าเช่า ธ.ค ห้อง3007 (ธ.ค),,2569-01-28 00:00:00,,,"4,660 คืนย้ายออก หมิงเฮา ห้อง4132 ย้ายออก วันที่ 27/1/2569 ไฟล์แยก (ม.ค)",,,,,,,,,,,,รวม,,,,180119.43,,,,,,,,,,,,,,,,
,,รายได้ค่าเช่า,,,,440132.6300000001,บาท,,,2569-01-05 00:00:00,13600,,ค่าประกัน+ล่วงหน้า ห้อง3014 เข้าพัก 5/1/69 (ม.ค),,,2569-01-07 00:00:00,82387.12, คินวอง ชำระค่าเช่า เดือน มกราคม 69 ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-16 00:00:00,17270.1,ค่าเช่า ธ.ค ห้อง1010 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รายได้จาก Vat7%,,,,9269.141000000001,บาท,,,2569-01-05 00:00:00,,,"68,725.83 ไสออนนน์ ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค)",,,2569-01-07 00:00:00,28624.13,ไทยเตียว ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,18243.8,ค่าเช่า ธ.ค ห้อง3003 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รายได้จากค่า INTERNET,,,17,12739.741,บาท,,,2569-01-06 00:00:00,18390,,ค่าเช่า ธ.ค ห้อง1032 (ธ.ค),,,2569-01-07 00:00:00,30027.98, ไชน่าสเตท Aohong Site ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,16735.1,ค่าเช่า ธ.ค ห้อง1007 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าน้ำ,,,437,13110,บาท,,,2569-01-06 00:00:00,0.39,,,,,2569-01-08 00:00:00,58578.11,บายมิ่ง  ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,14252.68,ค่าเช่า ธ.ค ห้อง1018 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ หน่วย 10 บาท,,,9110,91100,บาท,91100,,2569-01-06 00:00:00,,,"33,853.23 ไป่หลง ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค)",,,2569-01-09 00:00:00,43123.8, ฟาร์อีส  ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,รวม,,,0,,2569-01-16 00:00:00,7447.33,ค่าเช่า ธ.ค ห้อง4001 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ หน่วย 8 บาท,,,1250,10000,บาท,10000,,2569-01-06 00:00:00,,,"27,200 ไท่ซาน ชำระค่าประกัน+ล่วงหน้า ห้อง 3031 เข้าพัก 3/1/69 ไฟล์แยก (ม.ค 69)",,,2569-01-09 00:00:00,63686.13, เมกะ  ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,9250.3,ค่าเช่า ธ.ค ห้อง4010 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าทำความสะอาด,,,,6300,บาท,,,2569-01-06 00:00:00,,,"19,880.95  บ่อทองอินดัสทรี ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค)",,,2569-01-10 00:00:00,35652.99, ไท่ เต๋อ ฝู  ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,1690.6,ค่าเช่า ธ.ค ผู้รับเหมา คุณน้ำฝน (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าปรับ,,,,2300,บาท,,,2569-01-07 00:00:00,,,"35,378 อีสเทิร์นไนส์ (ร้านอาหารจีน) ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,2569-01-12 00:00:00,75642.4,ไชน่าสเตท Kinwong Site ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,13600,ประกัน + ล่วงหน้า ห้อง4043 เข้าพัก 30/12/2568 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค้างชำระ,,,,1495.8600000000001,บาท,,,2569-01-07 00:00:00,,,200.90 อีสเทิร์นไนส์ (ร้านอาหารจีน) ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,2569-01-14 00:00:00,8279,หัวเฉิง ห้อง2024   ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,13600,ประกัน + ล่วงหน้า ห้อง3021 เข้าพัก 30/12/2568 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รวม,,,,584951.5120000001,,,,2569-01-07 00:00:00,13600,,ประกัน+ล่วงหน้า ห้อง4077 เข้าพัก 2/1/2569 (ม.ค),,,2569-01-14 00:00:00,9544.81,หัวเฉิง ห้อง2023   ชำระค่าเช่า ธ.ค (บางส่วน) ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,13600,ประกัน + ล่วงหน้า ห้อง4136 เข้าพัก 30/12/2568 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-07 00:00:00,,,"82,387.12 คินวอง ชำระค่าเช่า เดือน มกราคม 69 ไฟล์แยก (ม.ค)",,,2569-01-16 00:00:00,584.22, หัวเฉิง ชำระส่วนต่างค่าเช่า ธ.ค ห้อง2023 ไฟล์แยก (ธ.ค) ,,,,,,,,,,2569-01-16 00:00:00,13600,ประกัน + ล่วงหน้า ห้อง4124 เข้าพัก 1/1/2569 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ทั่วไปค้างชำระรวม,,,1495.8600000000001,,*internet 3002/4112 พนง ชานกง,,,2569-01-07 00:00:00,,,"28,624.13 ไทยเตียว ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,2569-01-16 00:00:00,27200," ไทยเตียว ประกัน + ล่วงหน้า ห้อง4061 เข้าพัก 6/1/2569 , ห้อง2026 เข้าพัก 11/1/2569 ไฟล์แยก (ม.ค)",,,,,,,,,,2569-01-16 00:00:00,27200,ประกัน + ล่วงหน้า ห้อง3019 เข้าพัก 5/1/2569 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-07 00:00:00,,,"30,027.98 ไชน่าสเตท Aohong Site ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,2569-01-22 00:00:00,39780," เฟยจิน ประกัน + ล่วงหน้า Studio 2049 , Suite 1026 เข้าพัก 20/1/2569 ไฟล์แยก (ม.ค)",,,,,,,,,,2569-01-16 00:00:00,13600,ประกัน + ล่วงหน้า ห้อง2022 เข้าพัก 8/1/2569 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ยอดค้างชำระ ผู้เช่าทั่วไป มกราคม 2569,,,,,,,2569-01-08 00:00:00,,,"58,578.11 บายมิ่ง  ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,2569-01-22 00:00:00,13260, ยู่เฟิง ประกัน + ล่วงหน้า Studio 3022  เข้าพัก 7/1/2569 ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-16 00:00:00,13600,ประกัน + ล่วงหน้า ห้อง3025 เข้าพัก 10/1/2569 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,เลขห้อง,ยอด ,รายละเอียด,,,,,2569-01-08 00:00:00,,,"1,000,000 โอนไป กสิกร บัญชี M Estate 178-8-922118-3",,,2569-01-23 00:00:00,435071.42, เดลทัล ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,13600,ประกัน + ล่วงหน้า ห้อง2025 เข้าพัก 10/1/2569 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ผู้รับเหมา ,0,คุณน้ำฝน,,,,,2569-01-09 00:00:00,,,"43,123.80 ฟาร์อีส  ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,2569-01-26 00:00:00,25396.9, ชานกง ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,27200,ประกัน + ล่วงหน้า ห้อง3015 เข้าพัก 10/1/2569 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3002,747.9300000000001,ค่าเนท พนง ชานกง,,,,,2569-01-09 00:00:00,,,"63,686.13 เมกะ  ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,2569-01-26 00:00:00,13600,ไทยเตียว ประกัน+ล่วงหน้า ห้อง3011  เข้าพัก 17/1/2569 ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-17 00:00:00,1000, ประกัน router ห้อง3015 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3037,0,,,,,,2569-01-10 00:00:00,,,"35,652.99 ไท่ เต๋อ ฝู  ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,2569-01-26 00:00:00,61213.7, ไสออนนน์ชำระค่าเช่า ม.ค ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-17 00:00:00,747.93,ค่า internet ห้อง2018 ใช้งาน 1-31/1/2569 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4077,0,,,,,,2569-01-12 00:00:00,,,"75,642.40 ไชน่าสเตท Kinwong Site ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,2569-01-28 00:00:00,8282.21, หัวเฉิง ชำระค่าเช่า ม.ค 69 ห้อง2028 ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-17 00:00:00,747.93,ค่า internet ห้อง4107 ใช้งาน 1-31/1/2569 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4130,0,,,,,,2569-01-12 00:00:00,2728.55,,ค่าเช่า ธ.ค ห้อง1003 (ธ.ค),,,2569-01-28 00:00:00,7658.4,หัวเฉิง ชำระค่าเช่า ม.ค 69 ห้อง2024 ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-17 00:00:00,747.93,ค่า internet ห้อง2032 ใช้งานไม่ได้ ชำระไว้ก่อนรอช่างเข้าแก้ไข,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4112,747.9300000000001,ค่าเนท พนง ชานกง,,,,,2569-01-12 00:00:00,1316.12,,ค่าเช่า ธ.ค ห้อง3037 (ธ.ค),,,2569-01-28 00:00:00,53625,คินวอง ชำระประกัน + ล่วงหน้า Studio 5ห้อง  3026 3036 3038 3027 3028 ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-17 00:00:00,747.93,ค่า internet ห้อง2009 ใช้งาน 1-31/12/2568 (ธ.ค),,รวมยอดโอนออก,,,20609.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,รวม,,1495.8600000000001,,,,,2569-01-14 00:00:00,,,"8,279.00 หัวเฉิง ห้อง2024   ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,2569-01-30 00:00:00,8038.25, สกายเคม ชำระค่าเช่า ม.ค ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-17 00:00:00,13600,ประกัน + ล่วงหน้า ห้อง4062 เข้าพัก 12/1/2569 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-14 00:00:00,,,"9,544.81 หัวเฉิง ห้อง2023   ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,2569-01-30 00:00:00,8620.33, ไทซิง ชำระค่าเช่า ม.ค ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-17 00:00:00,13600,ประกัน + ล่วงหน้า ห้อง4131 เข้าพัก 15/1/2569 (ม.ค 69),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-14 00:00:00,7677.4,,ค่าเช่า ธ.ค ห้อง1016 (ธ.ค),,,2569-01-31 00:00:00,15476.66, เซียวเซียงนัน ชำระค่าเช่า + ค่า internet ไฟล์แยก (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-16 00:00:00,13600,,ประกัน + ล่วงหน้า ห้อง3023 เข้าพัก 18/1/2569 - ต้องการย้ายออก 16/2/2569 (ม.ค),,,,,,,,,,,,,,,รวม,,320841.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-16 00:00:00,,,584.22 หัวเฉิง ชำระส่วนต่างค่าเช่า ธ.ค ห้อง2023 ไฟล์แยก (ธ.ค) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-16 00:00:00,,,"27,200 ไทยเตียว ประกัน + ล่วงหน้า ห้อง4061 เข้าพัก 6/1/2569 , ห้อง2026 เข้าพัก 11/1/2569 ไฟล์แยก (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-18 00:00:00,13600,,ประกัน + ล่วงหน้า ห้อง3039 เข้าพัก 18/1/2569 (ม.ค),,,,,,,,,,,,,,,สเตจเม้นท์ บช k.ณรงค์ 0581083912 ม.ค 2569 โอนเข้า (ผู้เช่าบริษัท - ไฟล์แยก),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-20 00:00:00,13600,,ประกัน + ล่วงหน้า ห้อง1030 เข้าพัก 20/1/2569 (ม.ค),,,,,,,,,,,,,,,2569-01-16 00:00:00,8445.67, ไท่ซาน ค่าเช่า ธ.ค ห้อง1006 ไฟล์แยก (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-20 00:00:00,13600,,ประกัน + ล่วงหน้า ห้อง2050 เข้าพัก 20/1/2569 (ม.ค),,,,,,,,,,,,,,,2569-01-16 00:00:00,5085.81,ไท่ซาน ค่าเช่า ธ.ค ห้อง4051 ไฟล์แยก (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-22 00:00:00,,,"39,780 เฟยจิน ประกัน + ล่วงหน้า Studio 2049 , Suite 1026 เข้าพัก 20/1/2569 ไฟล์แยก (ม.ค)",,,รวม,,1430189.2199999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-22 00:00:00,,,"13,260 ยู่เฟิง ประกัน + ล่วงหน้า Studio 3022  เข้าพัก 7/1/2569 ไฟล์แยก (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-23 00:00:00,,,"435,071.42 เดลทัล ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,สรุป (ผู้เช่ากลุ่มบริษัท),,,ยูนิต,ค่าไฟรวม,242660,,,2569-01-26 00:00:00,,,"25,396.90 ชานกง ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,จำนวนห้องเช่า ,,,194,,ห้อง,,,2569-01-26 00:00:00,747.93,,ห้อง3002 ชำระค่า internet  ใช้งาน 1 - 31 /12/68 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รายได้ค่าเช่า,,,,1165963.23,บาท,,,2569-01-26 00:00:00,747.93,,ห้อง4112 ชำระค่า internet  ใช้งาน 1 - 31 /12/68 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รายได้จาก Vat7%,,,,19760.496000000003,บาท,,,2569-01-26 00:00:00,13600,,ประกัน+ล่วงหน้า ห้อง2023 (ผู้เช่าทั่วไป) เข้าพัก 17/1/2569 (ม.ค),,,,,,,,,,,,,,,รวม,,13531.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รายได้จากค่า INTERNET,,,14,10350.326000000001,บาท,,,2569-01-26 00:00:00,13600,,ประกัน+ล่วงหน้า ห้อง2027 (ผู้เช่าทั่วไป) เข้าพัก 17/1/2569 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าน้ำ,,,948,28440,บาท,,,2569-01-26 00:00:00,,,"13,600 ไทยเตียว ประกัน+ล่วงหน้า ห้อง3011  เข้าพัก 17/1/2569 ไฟล์แยก (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ หน่วย 10 บาท,,,13614,136140,บาท,136140,,2569-01-26 00:00:00,13600,,ประกัน + ล่วงหน้า Studio ห้อง3029 (ล็อคห้อง  C - ผู้เช่าทั่วไป)เข้าพัก 19/1/69 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ หน่วย 8 บาท,,,13315,106520,บาท,106520,,2569-01-26 00:00:00,,,"61,213.70 ไสออนนน์ชำระค่าเช่า ม.ค ไฟล์แยก (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าทำความสะอาด,,,,500,บาท,,,2569-01-27 00:00:00,31607,,"ค่าเช่า  ห้อง1008 = 15,054.13 , 1009 = 16,553.20 รวม 31,607.33 (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าปรับ,,,,0,บาท,,,2569-01-28 00:00:00,747.93,,ห้อง4092 ชำระค่า internet  ใช้งาน 1 - 31 /1/69 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค้างชำระ,,,,24005.9,บาท,,,2569-01-28 00:00:00,8232.73,,ค่าเช่า ม.ค ห้อง4125 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รวม,,,,1467674.0520000001,,,,2569-01-28 00:00:00,0.33,,"โอนเศษสตางค์เพิ่ม ค่าเช่า  ห้อง1008 = 15,054.13 , 1009 = 16,553.20 รวม 31,607.33 (ม.ค)",                                            ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-28 00:00:00,,,"8,282.21 หัวเฉิง ชำระค่าเช่า ม.ค 69 ห้อง2028 ไฟล์แยก (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ผู้เช่ากลุ่มบริษัท ค้างชำระรวม,,,24005.9,,บริษัท ชานกง,,,2569-01-28 00:00:00,,,"7,658.40 หัวเฉิง ชำระค่าเช่า ม.ค 69 ห้อง2024 ไฟล์แยก (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-28 00:00:00,,,"53,625 คินวอง ชำระประกัน + ล่วงหน้า Studio 5ห้อง  3026 3036 3038 3027 3028 ไฟล์แยก (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-28 00:00:00,2889.05,,ค่าเช่า ม.ค ห้อง2050 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-29 00:00:00,5992.11,,ค่าเช่า ม.ค ห้อง2022 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-29 00:00:00,3335,,ค่าเช่า + ค่าทำความสะอาด ม.ค ห้อง1029 ส่วนเด็กฝึกงานบ่อทองชำระเอง (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-29 00:00:00,3670.16,,ค่าเช่า ม.ค ห้อง3039 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-30 00:00:00,,,"8,038.25 สกายเคม ชำระค่าเช่า ม.ค ไฟล์แยก (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-30 00:00:00,8458.5,,ค่าเช่า ม.ค ห้อง4043 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-30 00:00:00,,,"8,620.33 ไทซิง ชำระค่าเช่า ม.ค ไฟล์แยก (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-30 00:00:00,6275.68,,ค่าเช่า ม.ค ห้อง3014 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-30 00:00:00,,,"1,000,000 โอนไป กสิกร บัญชี M Estate 178-8-922118-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-30 00:00:00,747.93,,ห้อง4007 ชำระค่า internet  ใช้งาน 1 - 31 /1/69 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-30 00:00:00,13600,,ประกัน+ล่วงหน้า Studio ห้อง4132 (ผู้เช่าทั่วไป) เข้าพัก 30/1/2569 (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-31 00:00:00,6083.6,,ค่าเช่า ม.ค ห้อง3024 พนักงานเดลทัล (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-31 00:00:00,5559.3,,ค่าเช่า ม.ค ห้อง3009 พนักงานเดลทัล (ม.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-31 00:00:00,,,"15,476.66 เซียวเซียงนัน ชำระค่าเช่า + ค่า internet ไฟล์แยก (ม.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
